NAEP_2005_4_S13+13	73fa-1e22-26a8-1a7c	1
NAEP_2005_4_S13+13	5be6-58b4-ec52-40b2	1
NAEP_2005_4_S13+13	e565-87e6-6f00-1598	1
NAEP_2005_4_S13+13	d257-69b5-a1b9-f7e7	1
NAEP_2005_4_S13+13	0da9-2984-f126-bcad	1
NAEP_2005_4_S13+13	825b-a440-75bd-3001	1
NAEP_2005_4_S13+13	e473-7297-61c1-56fa	1
NAEP_2005_4_S13+13	af26-8083-b908-7d3b	1
NAEP_2005_4_S13+13	dbe8-e776-f804-99a0	1
NAEP_2005_4_S13+13	395b-4954-311f-4749	1
NAEP_2005_4_S13+13	4505-3e07-cfda-f1f5	0
NAEP_2005_4_S13+13	cbb4-12c7-1491-f24b	0
NAEP_2005_4_S13+13	e302-985d-b7ef-ad07	0
NAEP_2005_4_S13+13	31d9-98d7-6a10-9053	0
NAEP_2005_4_S13+13	d047-b416-20a3-5fca	0
NAEP_2005_4_S13+13	20e2-689d-b7c6-528a	0
NAEP_2005_4_S13+13	4e12-62f2-0830-d602	0
NAEP_2005_4_S13+13	d711-ca1e-0766-bd59	0
NAEP_2005_4_S13+13	2d69-ee53-599f-9438	0
NAEP_2005_4_S13+13	66df-2200-f730-17c3	0
NAEP_2005_4_S13+13	2655-9071-3456-3a2c	0
NAEP_2005_4_S13+13	0b7b-cf23-e64f-4200	0
NAEP_2005_4_S13+13	bbf1-262a-c774-3f47	0
NAEP_2005_4_S13+13	dd7d-0d6d-91f5-1a83	0
NAEP_2005_4_S13+13	38a3-88df-f958-0049	0
NAEP_2005_4_S13+13	e202-3f7d-7259-9efa	0
NAEP_2005_4_S13+13	49f5-727d-92b5-03aa	0
NAEP_2005_4_S13+13	a0f5-8469-7346-63fc	0
NAEP_2005_4_S13+13	1cca-1ac1-5bea-5cf6	0
NAEP_2005_4_S13+13	4a85-2fef-539d-2162	0
Mercury_SC_LBS10791	b018-4375-d391-cb98	1
Mercury_SC_LBS10791	3dd5-2225-75cc-e350	1
Mercury_SC_LBS10791	54cf-cc71-b887-3b08	1
Mercury_SC_LBS10791	fe39-10c4-9dd9-d745	1
Mercury_SC_LBS10791	02f7-3d00-6d43-0289	1
Mercury_SC_LBS10791	741b-fdd0-a51a-23fd	0
Mercury_SC_LBS10791	ab12-89b8-f02b-6f3a	0
Mercury_SC_LBS10791	5ceb-3bec-15a9-e1df	0
Mercury_SC_LBS10791	f5ca-b95b-fd83-47d8	0
Mercury_SC_LBS10791	cbc0-61a2-ad48-5ce3	0
Mercury_SC_LBS10791	3f22-4f93-27fe-9ff0	0
Mercury_SC_LBS10791	c205-b39d-867c-d6e0	0
Mercury_SC_LBS10791	ebee-dba6-703c-ec30	0
Mercury_SC_LBS10791	c644-3cf2-66f8-5376	0
Mercury_SC_LBS10791	f4b8-4f96-90d9-7e04	0
Mercury_SC_LBS10791	f59f-261f-52a9-1771	0
Mercury_SC_LBS10791	4a2b-185c-d16f-361d	0
Mercury_SC_LBS10791	5457-5b8e-eb6c-aea1	0
Mercury_SC_LBS10791	86bd-c659-9db3-f443	0
Mercury_SC_LBS10791	7a47-bd85-a07c-bee0	0
Mercury_SC_LBS10791	a98b-a949-e175-63c5	0
Mercury_SC_LBS10791	36a4-da66-ef5a-240d	0
Mercury_SC_LBS10791	e98e-b9f6-0230-c3f8	0
Mercury_SC_LBS10791	3fec-edd9-b5db-ff29	0
Mercury_SC_LBS10791	2869-d2ab-bfe7-d8af	0
Mercury_SC_LBS10791	010a-8939-1398-c04d	0
Mercury_SC_LBS10791	0bbd-c06e-f04f-4a91	0
Mercury_SC_LBS10791	023a-cb3f-47ab-8682	0
Mercury_SC_LBS10791	0b7b-cf23-e64f-4200	0
Mercury_SC_LBS10791	199e-442e-e49b-7b5c	0
MDSA_2009_4_30	b018-4375-d391-cb98	1
MDSA_2009_4_30	db62-4c2e-6a9d-8b12	1
MDSA_2009_4_30	986b-2bb0-3244-7133	1
MDSA_2009_4_30	e302-985d-b7ef-ad07	0
MDSA_2009_4_30	31d9-98d7-6a10-9053	0
MDSA_2009_4_30	3678-1c03-c983-ba31	0
MDSA_2009_4_30	6fd0-fd6f-9d28-4a64	0
MDSA_2009_4_30	8529-317a-ba9f-b990	0
MDSA_2009_4_30	cbae-470e-6ea8-ee3c	0
MDSA_2009_4_30	164b-feea-a717-7f89	0
MDSA_2009_4_30	e682-f47d-cc9c-a67c	0
MDSA_2009_4_30	0e85-1362-e513-8912	0
MDSA_2009_4_30	38e7-c5c0-194b-1ed6	0
MDSA_2009_4_30	73fa-1e22-26a8-1a7c	0
MDSA_2009_4_30	d247-b029-3aab-0950	0
MDSA_2009_4_30	cbb4-12c7-1491-f24b	0
MDSA_2009_4_30	4505-3e07-cfda-f1f5	0
MDSA_2009_4_30	d997-0d53-44f5-2036	0
MDSA_2009_4_30	20e2-689d-b7c6-528a	0
MDSA_2009_4_30	c14b-4971-7d32-d1d3	0
MDSA_2009_4_30	1ed3-919d-4a4c-1be7	0
MDSA_2009_4_30	f3ea-d056-792e-2973	0
MDSA_2009_4_30	a988-da0d-6d1a-f0b4	0
MDSA_2009_4_30	c345-0f27-1027-c29b	0
MDSA_2009_4_30	2d69-ee53-599f-9438	0
MDSA_2009_4_30	a538-175f-9223-d117	0
MDSA_2009_4_30	54cf-cc71-b887-3b08	0
MDSA_2009_4_30	eb0f-e033-3db2-19ac	0
MDSA_2009_4_30	a0f5-8469-7346-63fc	0
MDSA_2009_4_30	5471-05b0-00bd-1669	0
Mercury_SC_LBS10351	db62-4c2e-6a9d-8b12	1
Mercury_SC_LBS10351	fc96-f0ff-1c18-337e	1
Mercury_SC_LBS10351	1a46-dc05-1bd8-5ed7	1
Mercury_SC_LBS10351	fe39-10c4-9dd9-d745	1
Mercury_SC_LBS10351	1cca-1ac1-5bea-5cf6	0
Mercury_SC_LBS10351	99ae-d6df-1dd6-1d3f	0
Mercury_SC_LBS10351	2544-b803-8031-cad3	0
Mercury_SC_LBS10351	3455-c2ca-8db5-2694	0
Mercury_SC_LBS10351	6547-5706-4e4b-6323	0
Mercury_SC_LBS10351	4f24-f389-8943-a78d	0
Mercury_SC_LBS10351	92e5-34ee-da79-3c25	0
Mercury_SC_LBS10351	f299-26e4-a84d-d705	0
Mercury_SC_LBS10351	50fa-82d9-2062-4967	0
Mercury_SC_LBS10351	d671-cda9-6231-f866	0
Mercury_SC_LBS10351	8987-49e2-b4bd-59bd	0
Mercury_SC_LBS10351	8964-ffba-1a27-a4d0	0
Mercury_SC_LBS10351	04a9-7e5a-7889-df49	0
Mercury_SC_LBS10351	049d-aaac-9f21-da33	0
Mercury_SC_LBS10351	73fa-1e22-26a8-1a7c	0
Mercury_SC_LBS10351	49f5-727d-92b5-03aa	0
Mercury_SC_LBS10351	b7c8-a816-2ceb-d787	0
Mercury_SC_LBS10351	986b-2bb0-3244-7133	0
Mercury_SC_LBS10351	d24c-f803-c449-70d5	0
Mercury_SC_LBS10351	8398-1fe9-5a87-85b3	0
Mercury_SC_LBS10351	89d8-f29a-b42a-c12b	0
Mercury_SC_LBS10351	1d13-2365-305d-1e1b	0
Mercury_SC_LBS10351	93e7-26bc-363f-b089	0
Mercury_SC_LBS10351	1985-b68a-dd8e-ef6f	0
Mercury_SC_LBS10351	b86d-52b4-716d-528f	0
Mercury_SC_LBS10351	a7ec-4506-0e8a-ce2e	0
Mercury_SC_401371	a972-0cbb-3c14-b098	1
Mercury_SC_401371	9318-8c1b-0902-d588	1
Mercury_SC_401371	aacf-3442-3b46-b964	1
Mercury_SC_401371	d257-69b5-a1b9-f7e7	1
Mercury_SC_401371	0da9-2984-f126-bcad	1
Mercury_SC_401371	af26-8083-b908-7d3b	1
Mercury_SC_401371	dbe8-e776-f804-99a0	1
Mercury_SC_401371	e901-c400-086c-8302	1
Mercury_SC_401371	1572-7435-ca51-53b2	0
Mercury_SC_401371	2655-9071-3456-3a2c	0
Mercury_SC_401371	55ff-93d9-0729-dfdc	0
Mercury_SC_401371	2511-f015-94c8-0157	0
Mercury_SC_401371	df49-3285-6193-e5f5	0
Mercury_SC_401371	1387-00ac-440c-88d9	0
Mercury_SC_401371	5be6-58b4-ec52-40b2	0
Mercury_SC_401371	e565-87e6-6f00-1598	0
Mercury_SC_401371	22da-2a8a-8baa-1259	0
Mercury_SC_401371	379c-057c-119a-a5bd	0
Mercury_SC_401371	30ab-d35b-20bf-865f	0
Mercury_SC_401371	2d69-ee53-599f-9438	0
Mercury_SC_401371	3b7f-815d-511b-c7bb	0
Mercury_SC_401371	e684-ed12-2c74-c5cc	0
Mercury_SC_401371	1f37-479f-42cb-30b2	0
Mercury_SC_401371	7e55-15d2-7655-88f0	0
Mercury_SC_401371	0a6a-f5dd-7c73-ed64	0
Mercury_SC_401371	9ed6-4e8f-abab-588b	0
Mercury_SC_401371	d3ac-d13c-97bb-6a5a	0
Mercury_SC_401371	f608-68a4-9b75-3800	0
Mercury_SC_401371	1b5d-d4eb-509c-bf83	0
Mercury_SC_401371	3a14-9cd4-c11b-d164	0
MCAS_2008_5_5638	49f5-727d-92b5-03aa	1
MCAS_2008_5_5638	825b-a440-75bd-3001	1
